Measure Name,Year,Period,Value
Retail Sales - Toronto CMA (CAD) ,2011,Oct,5516732
Retail Sales - Toronto CMA (CAD) ,2011,Nov,5782990
Retail Sales - Toronto CMA (CAD) ,2011,Dec,6878221
Retail Sales - Toronto CMA (CAD) ,2012,Jan,4907437
Retail Sales - Toronto CMA (CAD) ,2012,Feb,4742580
Retail Sales - Toronto CMA (CAD) ,2012,Mar,5592644
Retail Sales - Toronto CMA (CAD) ,2012,Apr,5435425
Retail Sales - Toronto CMA (CAD) ,2012,May,6079745
Retail Sales - Toronto CMA (CAD) ,2012,Jun,6004358
Retail Sales - Toronto CMA (CAD) ,2012,Jul,5450898
Retail Sales - Toronto CMA (CAD) ,2012,Aug,5668148
Retail Sales - Toronto CMA (CAD) ,2012,Sep,5560028
Retail Sales - Toronto CMA (CAD) ,2012,Oct,5524982
Retail Sales - Toronto CMA (CAD) ,2012,Nov,5865102
Retail Sales - Toronto CMA (CAD) ,2012,Dec,6537055
Retail Sales - Toronto CMA (CAD) ,2013,Jan,4858917
Retail Sales - Toronto CMA (CAD) ,2013,Feb,4538398
Retail Sales - Toronto CMA (CAD) ,2013,Mar,5397398
Retail Sales - Toronto CMA (CAD) ,2013,Apr,5634937
Retail Sales - Toronto CMA (CAD) ,2013,May,6342097
Retail Sales - Toronto CMA (CAD) ,2013,Jun,6016846
Retail Sales - Toronto CMA (CAD) ,2013,Jul,5798559
Retail Sales - Toronto CMA (CAD) ,2013,Aug,6051826
Retail Sales - Toronto CMA (CAD) ,2013,Sep,5741777
Retail Sales - Toronto CMA (CAD) ,2013,Oct,5850640
Retail Sales - Toronto CMA (CAD) ,2013,Nov,6094591
Retail Sales - Toronto CMA (CAD) ,2013,Dec,6634624
Retail Sales - Toronto CMA (CAD) ,2014,Jan,5132851
Retail Sales - Toronto CMA (CAD) ,2014,Feb,4713076
Retail Sales - Toronto CMA (CAD) ,2014,Mar,5607666
Retail Sales - Toronto CMA (CAD) ,2014,Apr,6100924
Retail Sales - Toronto CMA (CAD) ,2014,May,6628510
Retail Sales - Toronto CMA (CAD) ,2014,Jun,6371364
Retail Sales - Toronto CMA (CAD) ,2014,Jul,6311517
Retail Sales - Toronto CMA (CAD) ,2014,Aug,6316355
Retail Sales - Toronto CMA (CAD) ,2014,Sep,6200402
Retail Sales - Toronto CMA (CAD) ,2014,Oct,6385412
Retail Sales - Toronto CMA (CAD) ,2014,Nov,6571058
Retail Sales - Toronto CMA (CAD) ,2014,Dec,7215287
Retail Sales - Toronto CMA (CAD) ,2015,Jan,5262173
Retail Sales - Toronto CMA (CAD) ,2015,Feb,4901689
Retail Sales - Toronto CMA (CAD) ,2015,Mar,5946153
Retail Sales - Toronto CMA (CAD) ,2015,Apr,6293223
Retail Sales - Toronto CMA (CAD) ,2015,May,7006763
Retail Sales - Toronto CMA (CAD) ,2015,Jun,6822283
Retail Sales - Toronto CMA (CAD) ,2015,Jul,6770943
Retail Sales - Toronto CMA (CAD) ,2015,Aug,6608328
Retail Sales - Toronto CMA (CAD) ,2015,Sep,6586197
Retail Sales - Toronto CMA (CAD) ,2015,Oct,6677263
Retail Sales - Toronto CMA (CAD) ,2015,Nov,6802617
Retail Sales - Toronto CMA (CAD) ,2015,Dec,7664980
Retail Sales - Toronto CMA (CAD) ,2016,Jan,5821594
Retail Sales - Toronto CMA (CAD) ,2016,Feb,5565435
Retail Sales - Toronto CMA (CAD) ,2016,Mar,6438518
Retail Sales - Toronto CMA (CAD) ,2016,Apr,6832995
Retail Sales - Toronto CMA (CAD) ,2016,May,7242712
Retail Sales - Toronto CMA (CAD) ,2016,Jun,7210763
Retail Sales - Toronto CMA (CAD) ,2016,Jul,7079098
Retail Sales - Toronto CMA (CAD) ,2016,Aug,6953592
Retail Sales - Toronto CMA (CAD) ,2016,Sep,7045207
Retail Sales - Toronto CMA (CAD) ,2016,Oct,7040578
Retail Sales - Toronto CMA (CAD) ,2016,Nov,7443813
Retail Sales - Toronto CMA (CAD) ,2016,Dec,8038896
Retail Sales - Toronto CMA (CAD) ,2017,Jan,6047006
Retail Sales - Toronto CMA (CAD) ,2017,Feb,5877240
Retail Sales - Toronto CMA (CAD) ,2017,Mar,7346302
Retail Sales - Toronto CMA (CAD) ,2017,Apr,7552249
Retail Sales - Toronto CMA (CAD) ,2017,May,8262180
Retail Sales - Toronto CMA (CAD) ,2017,Jun,7870038
Retail Sales - Toronto CMA (CAD) ,2017,Jul,7495264
Retail Sales - Toronto CMA (CAD) ,2017,Aug,7962652
Retail Sales - Toronto CMA (CAD) ,2017,Sep,7638165
Retail Sales - Toronto CMA (CAD) ,2017,Oct,7676976
Retail Sales - Toronto CMA (CAD) ,2017,Nov,8165689
Retail Sales - Toronto CMA (CAD) ,2017,Dec,8431387
Retail Sales - Toronto CMA (CAD) ,2018,Jan,6370830
Retail Sales - Toronto CMA (CAD) ,2018,Feb,6059476
Retail Sales - Toronto CMA (CAD) ,2018,Mar,7522513
Retail Sales - Toronto CMA (CAD) ,2018,Apr,7236680
Retail Sales - Toronto CMA (CAD) ,2018,May,8403376
Retail Sales - Toronto CMA (CAD) ,2018,Jun,8376369
Retail Sales - Toronto CMA (CAD) ,2018,Jul,7754804
Retail Sales - Toronto CMA (CAD) ,2018,Aug,8148005
Retail Sales - Toronto CMA (CAD) ,2018,Sep,7927330
Retail Sales - Toronto CMA (CAD) ,2018,Oct,8292094
Retail Sales - Toronto CMA (CAD) ,2018,Nov,8398986
Retail Sales - Toronto CMA (CAD) ,2018,Dec,8487385
Retail Sales - Toronto CMA (CAD) ,2019,Jan,6528899
Retail Sales - Toronto CMA (CAD) ,2019,Feb,6208761
Retail Sales - Toronto CMA (CAD) ,2019,Mar,7618749
Retail Sales - Toronto CMA (CAD) ,2019,Apr,7785619
Retail Sales - Toronto CMA (CAD) ,2019,May,9014905
Retail Sales - Toronto CMA (CAD) ,2019,Jun,8425000
Retail Sales - Toronto CMA (CAD) ,2019,Jul,8294580
Retail Sales - Toronto CMA (CAD) ,2019,Aug,8247179
Retail Sales - Toronto CMA (CAD) ,2019,Sep,8079618
Retail Sales - Toronto CMA (CAD) ,2019,Oct,8237194
Retail Sales - Toronto CMA (CAD) ,2019,Nov,8743502
Retail Sales - Toronto CMA (CAD) ,2019,Dec,9077944
Retail Sales - Toronto CMA (CAD) ,2020,Jan,6922952
Retail Sales - Toronto CMA (CAD) ,2020,Feb,7123588
Retail Sales - Toronto CMA (CAD) ,2020,Mar,7006404
Retail Sales - Toronto CMA (CAD) ,2020,Apr,4881533
Retail Sales - Toronto CMA (CAD) ,2020,May,6235859
Retail Sales - Toronto CMA (CAD) ,2020,Jun,8059366
Retail Sales - Toronto CMA (CAD) ,2020,Jul,8092911
Retail Sales - Toronto CMA (CAD) ,2020,Aug,7715351
Retail Sales - Toronto CMA (CAD) ,2020,Sep,8317048
Retail Sales - Toronto CMA (CAD) ,2020,Oct,7949264
Retail Sales - Toronto CMA (CAD) ,2020,Nov,8415354
Retail Sales - Toronto CMA (CAD) ,2020,Dec,8189481
Retail Sales - Toronto CMA (CAD) ,2021,Jan,6268213
Retail Sales - Toronto CMA (CAD) ,2021,Feb,6029638
Retail Sales - Toronto CMA (CAD) ,2021,Mar,7936984
Retail Sales - Toronto CMA (CAD) ,2021,Apr,7247565
Retail Sales - Toronto CMA (CAD) ,2021,May,7683901
Retail Sales - Toronto CMA (CAD) ,2021,Jun,8306875
Retail Sales - Toronto CMA (CAD) ,2021,Jul,8539509
Retail Sales - Toronto CMA (CAD) ,2021,Aug,8612729
Percentage of Vacant Office Space ,2007,Q1,0.06491
Percentage of Vacant Office Space ,2007,Q2,0.06353
Percentage of Vacant Office Space ,2007,Q3,0.05739
Percentage of Vacant Office Space ,2007,Q4,0.05873
Percentage of Vacant Office Space ,2008,Q1,0.05136
Percentage of Vacant Office Space ,2008,Q2,0.04872
Percentage of Vacant Office Space ,2008,Q3,0.0476
Percentage of Vacant Office Space ,2008,Q4,0.05345
Percentage of Vacant Office Space ,2009,Q1,0.0582
Percentage of Vacant Office Space ,2009,Q2,0.06256
Percentage of Vacant Office Space ,2009,Q3,0.06807
Percentage of Vacant Office Space ,2009,Q4,0.07273
Percentage of Vacant Office Space ,2010,Q1,0.07178
Percentage of Vacant Office Space ,2010,Q2,0.07314
Percentage of Vacant Office Space ,2010,Q3,0.06787
Percentage of Vacant Office Space ,2010,Q4,0.06979
Percentage of Vacant Office Space ,2011,Q1,0.06409
Percentage of Vacant Office Space ,2011,Q2,0.06157
Percentage of Vacant Office Space ,2011,Q3,0.05551
Percentage of Vacant Office Space ,2011,Q4,0.05368
Percentage of Vacant Office Space ,2012,Q1,0.05526
Percentage of Vacant Office Space ,2012,Q2,0.05445
Percentage of Vacant Office Space ,2012,Q3,0.0539
Percentage of Vacant Office Space ,2012,Q4,0.05576
Percentage of Vacant Office Space ,2013,Q1,0.05496
Percentage of Vacant Office Space ,2013,Q2,0.05293
Percentage of Vacant Office Space ,2013,Q3,0.05723
Percentage of Vacant Office Space ,2013,Q4,0.06092
Percentage of Vacant Office Space ,2014,Q1,0.06669
Percentage of Vacant Office Space ,2014,Q2,0.06532
Percentage of Vacant Office Space ,2014,Q3,0.06087
Percentage of Vacant Office Space ,2014,Q4,0.06074
Percentage of Vacant Office Space ,2015,Q1,0.06188
Percentage of Vacant Office Space ,2015,Q2,0.06183
Percentage of Vacant Office Space ,2015,Q3,0.05928
Percentage of Vacant Office Space ,2015,Q4,0.05963
Percentage of Vacant Office Space ,2016,Q1,0.0599
Percentage of Vacant Office Space ,2016,Q2,0.05725
Percentage of Vacant Office Space ,2016,Q3,0.05688
Percentage of Vacant Office Space ,2016,Q4,0.05673
Percentage of Vacant Office Space ,2017,Q1,0.05199
Percentage of Vacant Office Space ,2017,Q2,0.05218
Percentage of Vacant Office Space ,2017,Q3,0.04741
Percentage of Vacant Office Space ,2017,Q4,0.05024
Percentage of Vacant Office Space ,2018,Q1,0.04723
Percentage of Vacant Office Space ,2018,Q2,0.04703
Percentage of Vacant Office Space ,2018,Q3,0.04517
Percentage of Vacant Office Space ,2018,Q4,0.04177
Percentage of Vacant Office Space ,2019,Q1,0.0411
Percentage of Vacant Office Space ,2019,Q2,0.0415
Percentage of Vacant Office Space ,2019,Q3,0.0407
Percentage of Vacant Office Space ,2019,Q4,0.0386
Percentage of Vacant Office Space ,2020,Q1,0.0375
Percentage of Vacant Office Space ,2020,Q2,0.0404
Percentage of Vacant Office Space ,2020,Q3,0.0592
Percentage of Vacant Office Space ,2020,Q4,0.0743
Percentage of Vacant Office Space ,2021,Q1,0.0941
Percentage of Vacant Office Space ,2021,Q2,0.102
Percentage of Vacant Office Space ,2021,Q3,0.106
Percentage of Vacant Industrial Space,2007,Q1,0.046
Percentage of Vacant Industrial Space,2007,Q2,0.045
Percentage of Vacant Industrial Space,2007,Q3,0.045
Percentage of Vacant Industrial Space,2007,Q4,0.047
Percentage of Vacant Industrial Space,2008,Q1,0.047
Percentage of Vacant Industrial Space,2008,Q2,0.05
Percentage of Vacant Industrial Space,2008,Q3,0.05
Percentage of Vacant Industrial Space,2008,Q4,0.052
Percentage of Vacant Industrial Space,2009,Q1,0.053
Percentage of Vacant Industrial Space,2009,Q2,0.058
Percentage of Vacant Industrial Space,2009,Q3,0.056
Percentage of Vacant Industrial Space,2009,Q4,0.055
Percentage of Vacant Industrial Space,2010,Q1,0.047
Percentage of Vacant Industrial Space,2010,Q2,0.055
Percentage of Vacant Industrial Space,2010,Q3,0.051
Percentage of Vacant Industrial Space,2010,Q4,0.052
Percentage of Vacant Industrial Space,2011,Q1,0.052
Percentage of Vacant Industrial Space,2011,Q2,0.049
Percentage of Vacant Industrial Space,2011,Q3,0.05
Percentage of Vacant Industrial Space,2011,Q4,0.049
Percentage of Vacant Industrial Space,2012,Q1,0.05
Percentage of Vacant Industrial Space,2012,Q2,0.049
Percentage of Vacant Industrial Space,2012,Q3,0.048
Percentage of Vacant Industrial Space,2012,Q4,0.049
Percentage of Vacant Industrial Space,2013,Q1,0.051
Percentage of Vacant Industrial Space,2013,Q2,0.051
Percentage of Vacant Industrial Space,2013,Q3,0.055
Percentage of Vacant Industrial Space,2013,Q4,0.049
Percentage of Vacant Industrial Space,2014,Q1,0.05
Percentage of Vacant Industrial Space,2014,Q2,0.047
Percentage of Vacant Industrial Space,2014,Q3,0.045
Percentage of Vacant Industrial Space,2014,Q4,0.044
Percentage of Vacant Industrial Space,2015,Q1,0.042
Percentage of Vacant Industrial Space,2015,Q2,0.031
Percentage of Vacant Industrial Space,2015,Q3,0.029
Percentage of Vacant Industrial Space,2015,Q4,0.029
Percentage of Vacant Industrial Space,2016,Q1,0.025
Percentage of Vacant Industrial Space,2016,Q2,0.025
Percentage of Vacant Industrial Space,2016,Q3,0.023
Percentage of Vacant Industrial Space,2016,Q4,0.025
Percentage of Vacant Industrial Space,2017,Q1,0.023
Percentage of Vacant Industrial Space,2017,Q2,0.019
Percentage of Vacant Industrial Space,2017,Q3,0.022
Percentage of Vacant Industrial Space,2017,Q4,0.018
Percentage of Vacant Industrial Space,2018,Q1,0.014
Percentage of Vacant Industrial Space,2018,Q2,0.017
Percentage of Vacant Industrial Space,2018,Q3,0.015
Percentage of Vacant Industrial Space,2018,Q4,0.012
Percentage of Vacant Industrial Space,2019,Q1,0.013
Percentage of Vacant Industrial Space,2019,Q2,0.013
Percentage of Vacant Industrial Space,2019,Q3,0.015
Percentage of Vacant Industrial Space,2019,Q4,0.014
Percentage of Vacant Industrial Space,2020,Q1,0.017
Percentage of Vacant Industrial Space,2020,Q2,0.019
Percentage of Vacant Industrial Space,2020,Q3,0.016
Percentage of Vacant Industrial Space,2020,Q4,0.018
Percentage of Vacant Industrial Space,2021,Q1,0.016
Percentage of Vacant Industrial Space,2021,Q2,0.013
Percentage of Vacant Industrial Space,2021,Q3,0.011
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Jan,27260
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Feb,28040
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Mar,29150
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Apr,24910
Number of Employment Insurance (E.I.) Beneficiaries ,2007,May,22300
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Jun,21450
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Jul,26270
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Aug,27350
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Sep,19830
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Oct,19460
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Nov,19940
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Dec,21590
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Jan,26630
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Feb,27100
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Mar,28130
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Apr,25270
Number of Employment Insurance (E.I.) Beneficiaries ,2008,May,23240
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Jun,22540
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Jul,28390
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Aug,29870
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Sep,22730
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Oct,22690
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Nov,24210
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Dec,28490
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Jan,37810
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Feb,41420
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Mar,50860
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Apr,45110
Number of Employment Insurance (E.I.) Beneficiaries ,2009,May,44450
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Jun,44180
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Jul,49530
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Aug,49990
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Sep,40660
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Oct,38580
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Nov,38590
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Dec,40150
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Jan,44840
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Feb,44730
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Mar,45380
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Apr,40570
Number of Employment Insurance (E.I.) Beneficiaries ,2010,May,38140
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Jun,36710
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Jul,39290
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Aug,41110
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Sep,32150
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Oct,30940
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Nov,31080
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Dec,32560
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Jan,36870
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Feb,37170
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Mar,37540
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Apr,33080
Number of Employment Insurance (E.I.) Beneficiaries ,2011,May,30380
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Jun,28470
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Jul,29450
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Aug,33830
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Sep,24390
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Oct,23180
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Nov,23380
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Dec,25170
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Jan,29960
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Feb,30680
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Mar,31970
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Apr,27030
Number of Employment Insurance (E.I.) Beneficiaries ,2012,May,25550
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Jun,24670
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Jul,30360
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Aug,31380
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Sep,22820
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Oct,22250
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Nov,22790
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Dec,24510
Number of Employment Insurance (E.I.) Beneficiaries ,2013,Jan,29600
Number of Employment Insurance (E.I.) Beneficiaries ,2013,Feb,30170
Number of Employment Insurance (E.I.) Beneficiaries ,2013,Mar,31280
Number of Employment Insurance (E.I.) Beneficiaries ,2013,Apr,27230
Number of Employment Insurance (E.I.) Beneficiaries ,2013,May,25020
Number of Employment Insurance (E.I.) Beneficiaries ,2013,Jun,24130
Number of Employment Insurance (E.I.) Beneficiaries ,2013,Jul,29650
Number of Employment Insurance (E.I.) Beneficiaries ,2013,Aug,30610
Number of Employment Insurance (E.I.) Beneficiaries ,2013,Sep,21960
Number of Employment Insurance (E.I.) Beneficiaries ,2013,Oct,21860
Number of Employment Insurance (E.I.) Beneficiaries ,2013,Nov,22250
Number of Employment Insurance (E.I.) Beneficiaries ,2013,Dec,23930
Number of Employment Insurance (E.I.) Beneficiaries ,2014,Jan,28280
Number of Employment Insurance (E.I.) Beneficiaries ,2014,Feb,28530
Number of Employment Insurance (E.I.) Beneficiaries ,2014,Mar,29170
Number of Employment Insurance (E.I.) Beneficiaries ,2014,Apr,25190
Number of Employment Insurance (E.I.) Beneficiaries ,2014,May,22830
Number of Employment Insurance (E.I.) Beneficiaries ,2014,Jun,22320
Number of Employment Insurance (E.I.) Beneficiaries ,2014,Jul,28090
Number of Employment Insurance (E.I.) Beneficiaries ,2014,Aug,29140
Number of Employment Insurance (E.I.) Beneficiaries ,2014,Sep,20100
Number of Employment Insurance (E.I.) Beneficiaries ,2014,Oct,19800
Number of Employment Insurance (E.I.) Beneficiaries ,2014,Nov,20160
Number of Employment Insurance (E.I.) Beneficiaries ,2014,Dec,21790
Number of Employment Insurance (E.I.) Beneficiaries ,2015,Jan,26670
Number of Employment Insurance (E.I.) Beneficiaries ,2015,Feb,27570
Number of Employment Insurance (E.I.) Beneficiaries ,2015,Mar,28150
Number of Employment Insurance (E.I.) Beneficiaries ,2015,Apr,23940
Number of Employment Insurance (E.I.) Beneficiaries ,2015,May,21310
Number of Employment Insurance (E.I.) Beneficiaries ,2015,Jun,20770
Number of Employment Insurance (E.I.) Beneficiaries ,2015,Jul,27300
Number of Employment Insurance (E.I.) Beneficiaries ,2015,Aug,28620
Number of Employment Insurance (E.I.) Beneficiaries ,2015,Sep,19460
Number of Employment Insurance (E.I.) Beneficiaries ,2015,Oct,18780
Number of Employment Insurance (E.I.) Beneficiaries ,2015,Nov,19030
Number of Employment Insurance (E.I.) Beneficiaries ,2015,Dec,20650
Number of Employment Insurance (E.I.) Beneficiaries ,2016,Jan,25440
Number of Employment Insurance (E.I.) Beneficiaries ,2016,Feb,26220
Number of Employment Insurance (E.I.) Beneficiaries ,2016,Mar,26840
Number of Employment Insurance (E.I.) Beneficiaries ,2016,Apr,22440
Number of Employment Insurance (E.I.) Beneficiaries ,2016,May,19780
Number of Employment Insurance (E.I.) Beneficiaries ,2016,Jun,18940
Number of Employment Insurance (E.I.) Beneficiaries ,2016,Jul,20590
Number of Employment Insurance (E.I.) Beneficiaries ,2016,Aug,27410
Number of Employment Insurance (E.I.) Beneficiaries ,2016,Sep,18100
Number of Employment Insurance (E.I.) Beneficiaries ,2016,Oct,17210
Number of Employment Insurance (E.I.) Beneficiaries ,2016,Nov,16980
Number of Employment Insurance (E.I.) Beneficiaries ,2016,Dec,18700
Number of Employment Insurance (E.I.) Beneficiaries ,2017,Jan,24260
Number of Employment Insurance (E.I.) Beneficiaries ,2017,Feb,24460
Number of Employment Insurance (E.I.) Beneficiaries ,2017,Mar,25690
Number of Employment Insurance (E.I.) Beneficiaries ,2017,Apr,21280
Number of Employment Insurance (E.I.) Beneficiaries ,2017,May,17990
Number of Employment Insurance (E.I.) Beneficiaries ,2017,Jun,17140
Number of Employment Insurance (E.I.) Beneficiaries ,2017,Jul,23830
Number of Employment Insurance (E.I.) Beneficiaries ,2017,Aug,25390
Number of Employment Insurance (E.I.) Beneficiaries ,2017,Sep,16010
Number of Employment Insurance (E.I.) Beneficiaries ,2017,Oct,15300
Number of Employment Insurance (E.I.) Beneficiaries ,2017,Nov,15380
Number of Employment Insurance (E.I.) Beneficiaries ,2017,Dec,16770
Number of Employment Insurance (E.I.) Beneficiaries ,2018,Jan,22360
Number of Employment Insurance (E.I.) Beneficiaries ,2018,Feb,21880
Number of Employment Insurance (E.I.) Beneficiaries ,2018,Mar,22510
Number of Employment Insurance (E.I.) Beneficiaries ,2018,Apr,17810
Number of Employment Insurance (E.I.) Beneficiaries ,2018,May,15700
Number of Employment Insurance (E.I.) Beneficiaries ,2018,Jun,14790
Number of Employment Insurance (E.I.) Beneficiaries ,2018,Jul,22060
Number of Employment Insurance (E.I.) Beneficiaries ,2018,Aug,23290
Number of Employment Insurance (E.I.) Beneficiaries ,2018,Sep,13720
Number of Employment Insurance (E.I.) Beneficiaries ,2018,Oct,13120
Number of Employment Insurance (E.I.) Beneficiaries ,2018,Nov,13590
Number of Employment Insurance (E.I.) Beneficiaries ,2018,Dec,15530
Number of Employment Insurance (E.I.) Beneficiaries ,2019,Jan,20680
Number of Employment Insurance (E.I.) Beneficiaries ,2019,Feb,21110
Number of Employment Insurance (E.I.) Beneficiaries ,2019,Mar,22370
Number of Employment Insurance (E.I.) Beneficiaries ,2019,Apr,17560
Number of Employment Insurance (E.I.) Beneficiaries ,2019,May,15720
Number of Employment Insurance (E.I.) Beneficiaries ,2019,Jun,15140
Number of Employment Insurance (E.I.) Beneficiaries ,2019,Jul,22700
Number of Employment Insurance (E.I.) Beneficiaries ,2019,Aug,23400
Number of Employment Insurance (E.I.) Beneficiaries ,2019,Sep,14450
Number of Employment Insurance (E.I.) Beneficiaries ,2019,Oct,14340
Number of Employment Insurance (E.I.) Beneficiaries ,2019,Nov,15270
Number of Employment Insurance (E.I.) Beneficiaries ,2019,Dec,17600
Number of Employment Insurance (E.I.) Beneficiaries ,2020,Jan,21380
Number of Employment Insurance (E.I.) Beneficiaries ,2020,Feb,21450
Number of Employment Insurance (E.I.) Beneficiaries ,2020,Mar,27220
Number of Employment Insurance (E.I.) Beneficiaries ,2020,Apr,27340
Number of Employment Insurance (E.I.) Beneficiaries ,2020,May,21830
Number of Employment Insurance (E.I.) Beneficiaries ,2020,Jun,15750
Number of Employment Insurance (E.I.) Beneficiaries ,2020,Jul,12370
Number of Employment Insurance (E.I.) Beneficiaries ,2020,Aug,8900
Number of Employment Insurance (E.I.) Beneficiaries ,2020,Sep,5650
Number of Employment Insurance (E.I.) Beneficiaries ,2020,Oct,86940
Number of Employment Insurance (E.I.) Beneficiaries ,2020,Nov,90480
Number of Employment Insurance (E.I.) Beneficiaries ,2020,Dec,104580
Number of Employment Insurance (E.I.) Beneficiaries ,2021,Jan,119670
Number of Employment Insurance (E.I.) Beneficiaries ,2021,Feb,123890
Number of Employment Insurance (E.I.) Beneficiaries ,2021,Mar,112800
Number of Employment Insurance (E.I.) Beneficiaries ,2021,Apr,120680
Number of Employment Insurance (E.I.) Beneficiaries ,2021,May,118670
Number of Employment Insurance (E.I.) Beneficiaries ,2021,Jun,106160
Number of Employment Insurance (E.I.) Beneficiaries ,2021,Jul,103830
Number of Employment Insurance (E.I.) Beneficiaries ,2021,Aug,97790
Number of Business Bankruptcies (Ontario) ,2007,Jan,233
Number of Business Bankruptcies (Ontario) ,2007,Feb,250
Number of Business Bankruptcies (Ontario) ,2007,Mar,238
Number of Business Bankruptcies (Ontario) ,2007,Apr,218
Number of Business Bankruptcies (Ontario) ,2007,May,202
Number of Business Bankruptcies (Ontario) ,2007,Jun,221
Number of Business Bankruptcies (Ontario) ,2007,Jul,211
Number of Business Bankruptcies (Ontario) ,2007,Aug,221
Number of Business Bankruptcies (Ontario) ,2007,Sep,179
Number of Business Bankruptcies (Ontario) ,2007,Oct,222
Number of Business Bankruptcies (Ontario) ,2007,Nov,195
Number of Business Bankruptcies (Ontario) ,2007,Dec,195
Number of Business Bankruptcies (Ontario) ,2008,Jan,220
Number of Business Bankruptcies (Ontario) ,2008,Feb,243
Number of Business Bankruptcies (Ontario) ,2008,Mar,232
Number of Business Bankruptcies (Ontario) ,2008,Apr,241
Number of Business Bankruptcies (Ontario) ,2008,May,213
Number of Business Bankruptcies (Ontario) ,2008,Jun,185
Number of Business Bankruptcies (Ontario) ,2008,Jul,168
Number of Business Bankruptcies (Ontario) ,2008,Aug,168
Number of Business Bankruptcies (Ontario) ,2008,Sep,184
Number of Business Bankruptcies (Ontario) ,2008,Oct,217
Number of Business Bankruptcies (Ontario) ,2008,Nov,187
Number of Business Bankruptcies (Ontario) ,2008,Dec,179
Number of Business Bankruptcies (Ontario) ,2009,Jan,166
Number of Business Bankruptcies (Ontario) ,2009,Feb,168
Number of Business Bankruptcies (Ontario) ,2009,Mar,215
Number of Business Bankruptcies (Ontario) ,2009,Apr,239
Number of Business Bankruptcies (Ontario) ,2009,May,171
Number of Business Bankruptcies (Ontario) ,2009,Jun,198
